path,state
dataset\photo-0.png,0
dataset\photo-1.png,0
dataset\photo-2.png,0
dataset\photo-3.png,0
dataset\photo-4.png,0
dataset\photo-5.png,0
dataset\photo-6.png,0
dataset\photo-7.png,0
dataset\photo-8.png,0
dataset\photo-9.png,0
dataset\photo-10.png,0
dataset\photo-11.png,0
dataset\photo-12.png,0
dataset\photo-13.png,0
dataset\photo-14.png,0
dataset\photo-15.png,0
dataset\photo-16.png,0
dataset\photo-17.png,0
dataset\photo-18.png,0
dataset\photo-19.png,0
dataset\photo-20.png,0
dataset\photo-21.png,0
dataset\photo-22.png,0
dataset\photo-23.png,0
dataset\photo-24.png,0
dataset\photo-25.png,0
dataset\photo-26.png,0
dataset\photo-27.png,0
dataset\photo-28.png,0
dataset\photo-29.png,0
dataset\photo-30.png,0
dataset\photo-31.png,0
dataset\photo-32.png,0
dataset\photo-33.png,0
dataset\photo-34.png,0
dataset\photo-35.png,0
dataset\photo-36.png,0
dataset\photo-37.png,0
dataset\photo-38.png,0
dataset\photo-39.png,0
dataset\photo-40.png,0
dataset\photo-41.png,0
dataset\photo-42.png,0
dataset\photo-43.png,0
dataset\photo-44.png,0
dataset\photo-45.png,0
dataset\photo-46.png,0
dataset\photo-47.png,0
dataset\photo-48.png,0
dataset\photo-49.png,0
dataset\photo-50.png,0
dataset\photo-51.png,0
dataset\photo-52.png,0
dataset\photo-53.png,0
dataset\photo-54.png,0
dataset\photo-55.png,0
dataset\photo-56.png,0
dataset\photo-57.png,0
dataset\photo-58.png,0
dataset\photo-59.png,0
dataset\photo-60.png,0
dataset\photo-61.png,0
dataset\photo-62.png,0
dataset\photo-63.png,0
dataset\photo-64.png,0
dataset\photo-65.png,0
dataset\photo-66.png,0
dataset\photo-67.png,0
dataset\photo-68.png,0
dataset\photo-69.png,0
dataset\photo-70.png,0
dataset\photo-71.png,0
dataset\photo-72.png,0
dataset\photo-73.png,0
dataset\photo-74.png,0
dataset\photo-75.png,0
dataset\photo-76.png,0
dataset\photo-77.png,0
dataset\photo-78.png,0
dataset\photo-79.png,0
dataset\photo-80.png,0
dataset\photo-81.png,0
dataset\photo-82.png,0
dataset\photo-83.png,0
dataset\photo-84.png,0
dataset\photo-85.png,0
dataset\photo-86.png,0
dataset\photo-87.png,0
dataset\photo-88.png,0
dataset\photo-89.png,0
dataset\photo-90.png,0
dataset\photo-91.png,0
dataset\photo-92.png,0
dataset\photo-93.png,0
dataset\photo-94.png,0
dataset\photo-95.png,0
dataset\photo-96.png,0
dataset\photo-97.png,0
dataset\photo-98.png,0
dataset\photo-99.png,0
dataset\photo-100.png,0
dataset\photo-101.png,0
dataset\photo-102.png,0
dataset\photo-103.png,0
dataset\photo-104.png,0
dataset\photo-105.png,0
dataset\photo-106.png,0
dataset\photo-107.png,0
dataset\photo-108.png,0
dataset\photo-109.png,0
dataset\photo-110.png,0
dataset\photo-111.png,0
dataset\photo-112.png,0
dataset\photo-113.png,0
dataset\photo-114.png,0
dataset\photo-115.png,0
dataset\photo-116.png,0
dataset\photo-117.png,0
dataset\photo-118.png,0
dataset\photo-119.png,0
dataset\photo-120.png,0
